Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Product_Category,Product_Name,Sales,Quantity,Profit,Discount
1786,2025-01-28,48,Jeffery Johnson,South,Office Supplies,Security,782.31,2,-33.99,0.01
1745,2025-04-15,119,Daniel Bell,North,Office Supplies,Front,649.13,4,142.94,0.47
1832,2025-05-23,185,Stacey Lewis,North,Office Supplies,Democrat,150.48,8,155.41,0.36
1182,2025-06-16,32,Jennifer Kelly,West,Technology,Traditional,977.37,8,17.66,0.36
1089,2025-09-21,189,Shirley Robles,East,Office Supplies,Five,637.02,5,84.9,0.22
1122,2025-07-26,124,George Stevens,East,Furniture,Four,444.02,7,163.87,0.04
1987,2024-07-25,65,Cathy Frey,South,Furniture,So,530.35,8,185.8,0.44
1833,2024-08-06,39,Rachel Fisher,West,Furniture,Property,274.82,8,-42.53,0.44
1743,2025-10-22,191,Alexandra Wagner,West,Technology,Grow,958.89,5,79.09,0.37
1730,2025-10-01,36,Heather Walls,West,Technology,Memory,767.02,6,25.82,0.19
1793,2024-07-09,156,Taylor Watkins,East,Technology,Bit,990.25,8,204.29,0.18
1956,2026-03-22,73,John Cherry,East,Technology,Certainly,716.72,9,20.41,0.11
1059,2025-03-14,101,Cory Wilson,North,Office Supplies,Everyone,749.59,4,119.39,0.4
1281,2025-04-19,117,Mario Smith,East,Office Supplies,Production,528.52,6,147.55,0.04
1481,2026-03-02,145,Brandi Allen,North,Office Supplies,Class,816.19,9,81.17,0.43
1517,2025-01-22,117,Nancy Manning,East,Furniture,Someone,394.48,5,208.35,0.36
1548,2025-10-02,129,Kelly Carter,West,Technology,Long,537.4,10,254.15,0.09
1691,2026-04-28,17,Michael Brandt,North,Furniture,Similar,213.92,9,91.77,0.33
1382,2025-10-17,176,Amy Potter,South,Office Supplies,Shoulder,959.79,6,189.88,0.33
1954,2025-06-01,120,Anthony Hall,South,Furniture,Red,64.35,9,210.41,0.14
1213,2024-11-15,141,Stephanie May,East,Office Supplies,Early,576.59,7,268.57,0.23
1579,2024-09-02,170,Angel Holland,North,Furniture,You,63.78,3,113.08,0.42
1368,2026-01-27,49,Jennifer James,South,Furniture,Write,957.75,1,91.91,0.05
1209,2026-04-29,110,Rachel Murray,East,Technology,Or,787.62,9,284.74,0.07
1262,2024-11-30,134,Michelle Mercer,South,Technology,Point,827.21,4,1.03,0.4
1491,2025-01-27,145,Christopher Long,West,Technology,Student,130.0,9,210.3,0.48
1525,2026-02-02,19,Thomas Olson,South,Office Supplies,None,922.16,9,221.82,0.16
1539,2026-03-30,25,Angie May,West,Technology,Listen,907.01,3,262.94,0.35
1549,2025-08-31,129,Alec Edwards,South,Office Supplies,Create,271.97,5,95.31,0.13
1748,2025-12-24,25,Nicole Phillips,South,Office Supplies,Occur,758.22,3,-46.39,0.28
1240,2025-05-12,195,Mario Flynn,West,Furniture,Carry,676.86,8,64.29,0.04
1884,2025-01-31,64,Shannon Clark,North,Technology,Security,471.52,2,223.0,0.05
1793,2024-11-19,150,Brian Duran,West,Office Supplies,Score,383.01,10,183.3,0.13
1681,2024-05-30,182,Allison Fox,South,Office Supplies,Chance,621.68,4,158.15,0.1
1219,2025-12-21,8,Judith Hughes,North,Furniture,Dog,810.09,6,170.17,0.47
1301,2024-10-14,58,Rick Schroeder,South,Office Supplies,Just,510.77,4,105.08,0.27
1958,2024-09-17,47,Rachel Holloway,North,Technology,Discuss,944.82,4,187.77,0.43
1531,2025-10-11,60,Elizabeth Robertson,West,Technology,Eight,869.83,8,147.98,0.06
1506,2024-10-05,67,Elizabeth Rocha,South,Furniture,A,963.25,10,26.73,0.03
1087,2024-06-29,23,Jessica Griffin,East,Furniture,Radio,509.6,2,-49.08,0.25
1708,2024-12-26,111,Alyssa Jenkins,North,Technology,Sense,819.8,10,112.15,0.18
1731,2026-03-19,43,Sally Walker,East,Furniture,Chair,627.15,8,157.17,0.35
1238,2025-09-29,43,Dale Carrillo,East,Office Supplies,Economy,547.1,8,204.14,0.44
1578,2025-08-22,100,Kevin Harrison,South,Furniture,Listen,940.93,5,185.94,0.47
1191,2025-05-08,162,Melissa Nichols,West,Technology,Quite,970.42,5,47.26,0.19
1019,2026-03-26,131,Laura King,South,Office Supplies,Catch,110.46,5,127.11,0.44
1222,2024-12-08,194,Denise Stewart,South,Furniture,Little,600.48,4,161.66,0.18
1044,2025-10-24,167,Sarah Williams,North,Technology,Go,929.58,6,20.04,0.42
1999,2025-09-23,34,Caitlyn Mccormick,West,Technology,Thing,808.65,4,54.17,0.03
1325,2026-01-16,78,William Mann,South,Office Supplies,Surface,646.57,5,152.53,0.19
1942,2024-09-14,74,Michelle Phillips,South,Furniture,Authority,290.98,1,298.55,0.11
1862,2024-10-27,123,Miguel Steele,East,Technology,Anyone,646.18,9,32.61,0.28
1986,2025-06-05,178,Brian Simmons,West,Technology,Total,152.38,3,251.07,0.36
1805,2024-08-05,6,Frank Ward,West,Furniture,Although,54.95,1,99.89,0.36
1195,2025-05-09,49,Ryan Bauer,North,Office Supplies,Democrat,838.61,8,160.22,0.12
1342,2024-10-15,13,Jamie Wright,North,Technology,Oil,70.4,7,73.03,0.49
1464,2026-04-03,116,Troy Maldonado,North,Technology,Information,642.7,4,84.14,0.43
1822,2025-10-22,64,Joshua Beard,West,Technology,Different,366.09,10,-26.88,0.31
1223,2025-05-17,197,Joseph Perkins,South,Office Supplies,Trade,601.28,6,160.34,0.16
1265,2025-10-20,156,Alison Smith,South,Office Supplies,Here,500.5,1,78.25,0.48
1043,2025-02-09,68,Mark White,West,Technology,Candidate,916.73,9,-9.78,0.35
1380,2025-08-13,115,Anna Martinez,West,Office Supplies,Those,530.2,5,-34.15,0.43
1983,2025-03-14,168,Monica Phillips,South,Office Supplies,While,995.23,1,0.65,0.3
1835,2025-08-14,104,Christopher Short,South,Technology,Free,539.48,7,268.01,0.41
1816,2025-06-30,58,Dana Mckinney,West,Office Supplies,We,232.51,4,102.06,0.28
1811,2024-06-18,34,Christopher Wong,North,Furniture,Save,531.97,1,242.25,0.18
1711,2026-02-18,62,Jared Barajas,South,Technology,Opportunity,307.99,8,277.4,0.18
1598,2024-05-21,93,,South,Furniture,Recognize,371.93,6,253.85,0.1
1277,2025-09-03,186,Stacey Matthews,East,Office Supplies,New,790.77,9,32.12,0.48
1881,2024-06-22,107,Amy Gonzalez,North,Technology,Practice,826.48,5,96.25,0.19
1785,2024-05-15,196,Molly Morales DDS,East,Technology,Watch,630.12,5,189.17,0.32
1606,2025-01-09,42,Michael Campbell,South,Technology,Raise,986.34,8,273.48,0.26
1511,2026-01-03,17,Todd Johnson,South,Furniture,Condition,678.83,2,156.36,0.05
1548,2024-07-20,154,Michael Horton,North,Furniture,Quite,195.73,5,225.98,0.12
1656,2024-05-22,96,Justin Martin,West,Technology,Each,150.59,5,269.33,0.28
1246,2024-05-18,123,Michael Simpson,North,Technology,Including,390.14,6,228.74,0.11
1158,2025-12-04,170,Ryan Martinez,South,Furniture,Hotel,746.14,9,240.96,0.29
1183,2026-03-04,97,Amber Greene,South,Furniture,Performance,763.73,1,252.61,0.21
1272,2025-10-30,103,Amy Marshall,North,Furniture,Market,511.47,1,294.3,0.43
1630,2026-01-14,72,Julie Moore,East,Technology,Often,525.72,6,68.63,0.38
1889,2025-07-17,21,Deborah Stout,North,Office Supplies,Visit,833.49,3,289.58,0.36
1928,2024-06-18,2,Michael Mcguire,East,Furniture,Open,736.68,5,204.95,0.13
1645,2025-07-15,128,Karen King,West,Technology,Have,146.83,4,209.76,0.34
1338,2026-02-11,152,Kelly Torres,South,Furniture,Room,303.42,1,264.98,0.23
1037,2025-02-11,139,Lisa Lopez,North,Office Supplies,Region,218.84,7,277.29,0.28
1117,2025-08-19,96,Donna Chase,West,Furniture,Write,932.25,3,206.4,0.09
1444,2025-12-14,162,Joshua Warner,East,Office Supplies,Describe,300.06,9,6.32,0.45
1189,2025-10-01,71,Lauren Jennings,South,Technology,He,604.77,7,-18.59,0.06
1025,2025-08-14,16,Christine Blackwell,North,Office Supplies,Coach,353.91,6,88.3,0.05
1195,2024-11-26,186,Sheri Ruiz,North,Technology,Important,823.03,7,-45.37,0.15
1098,2024-07-31,151,Chad Gonzalez,East,Office Supplies,Enough,889.55,1,5.19,0.02
1046,2026-01-27,14,Marissa Phelps,North,Office Supplies,Parent,676.0,5,193.4,0.33
1531,2025-01-05,36,Patrick Hernandez,West,Office Supplies,Husband,480.13,3,,0.46
1051,2026-02-27,191,Sherri Christian,North,Technology,Anything,870.77,10,26.37,0.19
1402,2025-04-22,146,Norman Richmond,East,Technology,Pick,281.16,2,64.57,0.02
1949,2025-07-14,62,,West,Technology,Consumer,376.7,5,212.43,0.21
1858,2024-06-29,138,Charles Rodriguez,South,Technology,Community,957.66,10,,0.49
1832,2025-01-08,124,Calvin Jimenez,East,Office Supplies,Place,862.61,9,243.94,0.19
1050,2026-01-03,157,Diana Lewis,West,Office Supplies,Method,255.0,2,299.27,0.38
1046,2026-03-28,3,Jordan Butler,East,Technology,Population,816.71,8,39.2,0.02
1323,2025-07-03,99,Jamie Mccann,East,Technology,And,667.23,4,17.56,0.12
1981,2024-12-22,23,Robert Morgan,East,Technology,Possible,229.93,5,-13.44,0.25
1482,2025-04-09,160,Lindsey Johnson,West,Furniture,Dream,107.14,9,47.53,0.21
1609,2026-03-04,40,Anthony Smith,South,Office Supplies,Teach,826.31,5,23.41,0.0
1681,2025-08-28,192,Cody Ramos,West,Furniture,Economic,192.43,9,109.96,0.25
1606,2025-07-05,55,Timothy Davis,North,Technology,Night,226.35,6,81.6,0.38
1194,2025-02-27,109,,South,Office Supplies,Resource,138.3,2,-40.08,0.43
1304,2026-04-15,34,Robert Hughes,South,Office Supplies,There,968.95,10,126.91,0.15
1740,2024-06-11,189,Alexander Stokes,East,Office Supplies,Effect,563.68,4,246.79,0.42
1312,2025-07-09,5,,South,Office Supplies,Although,414.02,5,124.89,0.33
1381,2025-08-11,170,Anita Espinoza,West,Technology,Two,238.73,10,96.33,0.2
1130,2025-05-31,5,Sophia Gonzalez,West,Furniture,Certain,927.05,9,-45.63,0.4
1509,2025-10-02,11,Alyssa Patel,South,Technology,Really,559.97,6,138.39,0.33
1874,2024-08-14,72,James Torres,East,Furniture,Our,891.01,7,270.85,0.33
1824,2024-10-15,123,Roger Hurst,West,Furniture,Never,240.9,10,294.31,0.23
1865,2026-01-01,82,Meghan Hernandez,East,Office Supplies,Shoulder,410.63,7,156.84,0.15
1141,2025-02-09,40,Kimberly Mcdonald,South,Office Supplies,Positive,671.6,4,60.77,0.35
1883,2024-10-30,2,Andrew Hayes,East,Office Supplies,Seem,426.26,4,77.23,0.04
1400,2024-06-20,190,Samuel Smith,East,Furniture,Store,198.91,2,39.3,0.34
1931,2026-01-11,62,Jerry Fleming,West,Technology,Doctor,414.32,3,170.55,0.3
1899,2025-11-11,199,James Green,East,Furniture,Hotel,624.18,2,128.33,0.42
1202,2025-11-06,79,,North,Technology,Want,330.64,5,53.79,0.39
1780,2026-01-13,49,Austin Gonzales,East,Technology,Staff,304.98,9,149.13,0.08
1083,2026-04-18,123,Jacob Berry Jr.,East,Furniture,Dark,127.31,2,89.54,0.26
1483,2024-07-29,112,Kevin Lucas,East,Furniture,Beat,175.62,6,91.71,0.31
1681,2025-11-30,39,Nicole Jensen,South,Furniture,Heavy,875.95,7,162.83,0.45
1146,2026-02-08,100,Mario Collins,North,Furniture,I,267.06,6,100.21,0.17
1085,2024-05-10,105,Marcus Munoz,North,Office Supplies,Since,,8,183.9,0.12
1337,2025-06-14,52,John Crawford,West,Technology,Development,108.97,3,38.25,0.32
1948,2025-11-19,1,Samantha Vargas,East,Furniture,Example,582.14,10,249.96,0.28
1975,2025-11-28,194,Eric Dominguez,South,Furniture,Beyond,146.7,6,170.78,0.35
1627,2026-03-06,67,Rachel Rivas,West,Office Supplies,Military,496.73,8,10.84,0.5
1055,2025-10-15,132,Jacqueline Mitchell,West,Furniture,Attorney,62.23,9,116.34,0.17
1122,2025-09-02,10,Terry Tyler,East,Furniture,Woman,808.04,2,87.51,0.0
1631,2024-10-06,111,Dr. Sandra Aguilar,East,Technology,Painting,747.56,6,44.2,0.26
1729,2025-04-29,42,Cody Durham,South,Furniture,White,703.54,4,245.34,0.26
1856,2025-12-06,148,Jennifer Davis,South,Office Supplies,Money,586.63,1,-3.06,0.23
1549,2025-10-27,150,Beth Wheeler,South,Office Supplies,Manager,688.54,9,139.67,0.0
1827,2026-04-28,199,Michael Roberts,North,Technology,Air,342.12,5,-42.15,0.14
1109,2025-10-23,20,William King,East,Technology,Court,869.07,7,-49.82,0.49
1617,2025-04-09,100,Jason Kelly,West,Office Supplies,Way,484.96,10,221.74,0.31
1858,2025-11-08,104,Joseph Smith,North,Technology,Whom,620.9,1,-48.83,0.21
1907,2024-12-19,147,Laurie Proctor,East,Technology,Part,468.82,9,189.31,0.31
1871,2026-04-24,44,Susan King,South,Technology,Later,272.57,1,-26.58,0.14
1048,2024-07-29,199,Marc Garcia,East,Furniture,Mouth,488.71,7,223.06,0.43
1703,2025-05-07,31,Alexander Ponce,West,Office Supplies,Lose,356.64,10,17.87,0.01
1598,2025-09-17,140,Tanner Faulkner,South,Furniture,Later,156.36,5,254.81,0.48
1898,2025-06-27,24,Katherine Horton,East,Office Supplies,Production,70.96,10,186.83,0.01
1020,2024-06-25,155,Juan Stephenson,North,Furniture,Security,976.54,8,-23.01,0.03
1129,2024-09-09,86,Taylor Hood,North,Office Supplies,Century,584.79,3,65.23,0.32
1799,2025-06-10,188,Rachel York,South,Office Supplies,Mr,368.2,2,272.79,0.46
1555,2024-08-29,101,Timothy Walker,South,Technology,Put,236.12,5,11.81,0.47
1251,2024-12-16,69,Laurie Wallace,North,Office Supplies,Discuss,66.82,10,97.98,0.5
1165,2025-08-12,103,Sarah Mccarthy,North,Technology,Unit,998.87,7,270.56,0.29
1276,2024-11-28,42,Jacob Hall,East,Furniture,Series,782.82,3,273.65,0.11
1520,2025-05-02,193,Shelly Mata,East,Technology,Hear,511.67,9,36.37,0.18
1907,2025-08-02,160,,North,Technology,Little,681.4,5,31.04,0.02
1972,2025-05-23,33,Jessica Newman,North,Furniture,Upon,170.43,7,203.29,0.33
1587,2024-05-29,10,Russell Woods,West,Furniture,The,84.31,3,50.43,0.19
1549,2024-12-29,143,Richard Garcia,East,Furniture,Energy,433.44,5,211.83,0.28
1563,2026-02-20,15,Collin Gallagher,North,Furniture,Responsibility,284.47,10,34.43,0.16
1394,2026-03-13,136,Jose Sanders,South,Furniture,Build,979.18,1,210.11,0.48
1125,2024-05-13,21,Nathan Owens,South,Furniture,Allow,903.44,1,-5.62,0.05
1972,2025-07-18,89,Harold Strickland,West,Office Supplies,Word,138.96,4,19.56,0.25
1197,2024-05-29,53,Diane Livingston,North,Technology,Recognize,425.36,4,257.18,0.29
1170,2025-11-19,47,Bethany Mckenzie,South,Furniture,Once,367.26,4,178.04,0.31
1320,2025-05-29,196,Janet Johnson,East,Technology,Couple,775.42,10,268.81,0.16
1162,2025-08-31,26,Melissa Dean,North,Office Supplies,Though,101.12,2,-43.58,0.23
1082,2024-06-09,64,Tim Farley,North,Furniture,Size,559.38,2,36.69,0.18
1975,2024-06-27,118,Laura Sanders,West,Furniture,Often,500.28,10,292.59,0.28
1955,2025-11-30,125,Rodney Shah,North,Furniture,Camera,642.17,6,257.69,0.15
1414,2024-12-06,104,Willie Edwards,East,Furniture,Fine,652.51,1,168.5,0.39
1485,2024-11-13,35,Rebecca Parker,North,Furniture,This,882.97,3,273.47,0.13
1105,2025-09-03,121,Barbara Potter,West,Office Supplies,Kitchen,,1,298.82,0.42
1080,2024-10-19,131,Misty Garner,South,Office Supplies,Official,713.53,1,-26.13,0.32
1974,2025-08-15,115,Lee Arnold,West,Office Supplies,Kitchen,961.67,9,215.2,0.12
1534,2025-08-10,196,Frank Martinez,West,Furniture,Evening,305.14,6,179.54,0.03
1480,2024-12-31,178,Bethany Murphy,East,Office Supplies,Prepare,331.92,9,20.58,0.29
1544,2025-07-12,158,Todd Castillo,South,Technology,War,941.68,8,144.41,0.01
1046,2025-11-01,14,Tony Williams,West,Furniture,Make,108.93,2,266.64,0.13
1034,2024-11-02,195,Amber Juarez,South,Technology,Use,193.49,4,-20.5,0.48
1992,2024-10-03,54,Kim Velasquez,North,Furniture,Treatment,234.06,5,292.43,0.39
1225,2025-06-01,34,Jessica West,North,Technology,Born,494.07,3,,0.42
1940,2024-11-16,186,Pamela Brewer,West,Office Supplies,Particular,594.73,1,192.62,0.39
1205,2024-10-22,6,Timothy Aguilar,East,Office Supplies,Answer,936.29,10,25.75,0.03
1871,2026-04-12,36,Devin Mcintosh,North,Technology,Stay,532.05,4,-18.11,0.06
1138,2025-04-07,80,Tracy Jackson,South,Technology,Brother,408.31,4,262.13,0.45
1307,2025-06-07,55,Samantha Carter,South,Office Supplies,Wonder,947.48,8,236.9,0.41
1637,2026-01-19,132,Michael Owens,South,Technology,Box,200.55,2,274.13,0.43
1098,2025-09-01,135,Michael Neal,South,Furniture,Onto,746.99,4,49.96,0.01
1202,2026-04-19,130,Larry Fitzgerald,North,Office Supplies,Reduce,806.59,2,,0.23
1417,2025-03-02,190,Dr. Olivia Thomas,North,Office Supplies,Reach,137.89,9,187.84,0.15
1564,2024-12-09,20,Chris Rodriguez,South,Furniture,Bring,918.39,3,73.58,0.33
1916,2025-09-10,11,Heather Thomas,South,Furniture,The,178.7,5,282.92,0.41
1084,2024-05-13,115,Teresa Alvarez,South,Office Supplies,Daughter,420.99,7,50.28,0.37
1487,2024-10-07,79,Angela Miller,East,Office Supplies,Out,634.56,6,33.27,0.15
1444,2025-11-15,180,Amy Stanley,South,Technology,Place,143.56,9,19.7,0.16
1361,2025-10-23,138,Misty Ramirez,West,Furniture,Could,458.25,6,,0.24
1808,2024-10-01,138,Jennifer Miller,North,Technology,Effect,952.53,9,58.64,0.47
1752,2026-04-22,199,Mark Myers,North,Furniture,Young,152.11,7,210.2,0.33
1237,2025-06-30,46,Tina Palmer,North,Furniture,Detail,700.89,3,86.4,0.33
1141,2025-03-23,39,Kimberly Clark,East,Technology,Region,576.0,1,138.02,0.41
1318,2024-11-05,68,Martha Clark,East,Technology,Identify,92.11,3,105.86,0.23
1990,2024-05-16,131,Joseph Nguyen,East,Furniture,Rest,116.57,2,204.73,0.02
1011,2026-01-31,95,John Cobb,North,Furniture,Consider,868.54,9,-21.48,0.22
1466,2026-01-18,139,Timothy Miller,East,Technology,Or,690.02,6,31.93,0.12
1093,2024-05-28,133,Anthony Rodriguez,West,Technology,Better,983.34,10,111.01,0.36
1678,2025-05-27,70,Justin Bernard,West,Office Supplies,Language,369.33,9,267.84,0.46
1667,2025-08-08,195,James Thompson,South,Office Supplies,Sit,435.25,9,53.46,0.09
1079,2025-03-04,108,Jonathan Rodriguez,East,Furniture,Staff,68.76,2,117.42,0.19
1393,2024-07-13,152,Shelly Weber,North,Technology,Others,255.42,6,121.21,0.26
1502,2025-05-19,5,Thomas Phillips,West,Office Supplies,Message,975.5,10,97.7,0.22
1970,2024-11-17,13,Richard Howell,North,Office Supplies,Kid,123.92,5,124.87,0.38
1591,2024-06-13,140,Danielle Wang,East,Furniture,Night,632.22,2,152.89,0.35
1171,2024-07-01,62,Christopher Johnson,West,Furniture,Share,220.14,9,76.03,0.21
1961,2024-05-16,149,Elizabeth Collins,West,Office Supplies,Kind,612.29,10,69.42,0.3
1076,2024-07-29,80,Amanda Sanders,North,Furniture,Art,417.73,5,110.98,0.13
1597,2025-04-22,45,Peter Miranda,South,Office Supplies,Second,809.02,5,244.04,0.28
1686,2024-07-13,46,Johnathan Reyes,North,Office Supplies,Community,231.17,6,216.12,0.07
1485,2024-06-04,182,Christopher Lambert,North,Furniture,Run,151.66,3,101.16,0.35
1416,2024-09-28,131,Shelley Drake,East,Technology,Score,905.81,8,-46.16,0.09
1817,2025-11-01,50,Caitlin Haynes,North,Technology,Window,441.78,8,-35.19,0.37
1765,2024-10-08,117,Rhonda Noble,East,Furniture,Mission,734.41,6,126.27,0.1
1183,2025-04-22,63,Mindy Watson,South,Furniture,Item,656.98,3,221.31,0.44
1996,2024-11-04,44,Daniel Hamilton,North,Furniture,Music,742.51,7,2.6,0.27
1825,2024-08-14,194,Nancy Lamb,North,Technology,Kid,58.07,8,208.41,0.38
1807,2025-12-20,173,Stephanie Reed,South,Technology,Already,470.33,3,238.9,0.38
1682,2025-07-15,34,James Smith,North,Technology,Help,115.5,10,-0.87,0.17
1115,2026-03-19,30,,West,Technology,Build,779.05,8,23.89,0.32
1209,2024-08-07,189,Joanna Smith,East,Furniture,Town,182.46,5,273.58,0.23
1043,2026-05-01,175,Tiffany Rios,South,Office Supplies,Hold,,7,256.56,0.12
1317,2024-12-10,169,Joshua Caldwell,West,Furniture,However,524.14,1,23.25,0.36
1876,2026-04-05,109,Michael Meyers,South,Technology,Guess,936.6,9,136.27,0.32
1279,2024-05-17,187,Nicole Wagner,South,Technology,Performance,296.98,9,174.13,0.13
1511,2024-09-28,66,Gina Carney,South,Technology,Pattern,197.47,3,219.78,0.01
1576,2024-07-15,124,Jasmine Lee,South,Furniture,Mean,439.91,9,258.92,0.02
1297,2025-12-09,108,Nicole Wilson,South,Technology,Easy,143.77,4,121.19,0.38
1547,2026-02-26,159,Jacob Jones,East,Furniture,Lot,402.3,3,9.3,0.45
1073,2025-08-25,129,Tammy Arroyo,South,Furniture,Partner,230.77,1,-29.46,0.05
1505,2025-04-04,121,Eddie Miller,North,Technology,Win,620.92,7,-37.65,0.26
1354,2025-12-10,30,Edwin Moses,South,Office Supplies,Detail,253.7,1,275.48,0.47
1393,2025-01-17,43,Kelly Ramirez,West,Furniture,Account,705.33,3,223.63,0.48
1335,2025-09-19,97,John Hampton,East,Technology,Oil,355.15,1,131.68,0.44
1641,2025-12-02,44,Jacqueline Webb,West,Furniture,Also,673.58,10,243.71,0.25
1704,2024-07-01,195,Benjamin Johnson,West,Office Supplies,Write,512.54,8,-15.42,0.24
1743,2025-10-22,191,Alexandra Wagner,West,Technology,Grow,958.89,5,79.09,0.37
1158,2025-10-10,11,Kari Porter,West,Furniture,Race,631.73,5,224.07,0.26
1576,2024-07-15,124,Jasmine Lee,South,Furniture,Mean,439.91,9,258.92,0.02
1098,2024-07-31,151,Chad Gonzalez,East,Office Supplies,Enough,889.55,1,5.19,0.02
1212,2026-03-07,90,Pamela Byrd,South,Furniture,Federal,147.68,3,200.48,0.45
1223,2024-10-14,199,Emma Green,North,Technology,Green,237.69,6,36.86,0.19
1115,2025-09-03,156,Timothy Lee,West,Furniture,Power,926.02,7,104.06,0.32
1884,2025-01-31,64,Shannon Clark,North,Technology,Security,471.52,2,223.0,0.05
1342,2024-10-15,13,Jamie Wright,North,Technology,Oil,70.4,7,73.03,0.49
1194,2025-02-27,109,Andrea Lee,South,Office Supplies,Resource,138.3,2,-40.08,0.43
1080,2024-07-28,177,Alex Ray,North,Office Supplies,Send,999.38,2,178.36,0.43
1815,2025-12-03,94,Cheryl Moore,North,Office Supplies,Dream,893.87,7,135.6,0.32
1631,2024-10-06,111,Dr. Sandra Aguilar,East,Technology,Painting,747.56,6,44.2,0.26
1076,2024-07-29,80,Amanda Sanders,North,Furniture,Art,417.73,5,110.98,0.13
1451,2025-01-08,119,Alicia Gibson,West,Office Supplies,Air,306.6,6,94.13,0.47
1470,2025-06-29,71,John Gay,East,Furniture,Practice,565.72,3,179.09,0.06
1989,2024-08-13,91,Casey Wright,South,Furniture,Attorney,885.63,7,211.66,0.4
1993,2024-12-03,102,Tracey Harris,West,Office Supplies,Candidate,712.48,9,288.48,0.42
1104,2025-08-15,82,James Allen,East,Furniture,Doctor,986.52,1,46.91,0.17
